Control,Int-HFD
103.739960530937,102.13265392709
85.108190667447,84.541110561314
74.050227374875,301.134550259597
134.008181776049,79.167525088829
393.474900091523,165.912664067237
130.124862383095,510.208177846783
429.417766755692,133.955377434969
82.840194804097,3991.898466007837
111.131431153914,79.540141775101
153.133285390716,101.358566466674
158.849736954631,276.364300020646
153.38313441619,67.24915778143
83.498164149124,199.455695247347
66.460014932762,99.659287030372
72.408859597259,107.759497090641
123.887652125137,103.725438735414
225.108772080007,82.751022938778
75.699748957401,83.788674733591
80.722873566613,561.014839345906
103.92878311513,200.808789616518
76.122739764705,95.791468559967
95.696395066497,100.013672789305
114.922109489351,425.808963252801
70.35015136948,153.953707512361
84.164234470661,78.732391115007
705.671508293688,114.430214378822
69.09416123498,80.539852641285
115.301800231245,185.035168425977
228.546153504422,169.077040876675
686.723496297318,90.079652839522
93.221833125209,113.919008340439
1015.188526852253,
