DAT-Cre Vehicle,DAT-Cre CNO
2651.960919540235,1327.1816091954026
946.7586206896602,1296.6977011494278
1835.8528735632117,1226.33563218391
1848.480459770112,1363.5448275862068
3704.8850574712633,4263.724137931038
1693.9103448275841,815.0022988505773
710.9965517241393,2165.7103448275802
2179.810344827592,1757.0850574712674
3890.528735632183,3243.655172413788
1927.779310344839,919.4873563218446
1794.2321839080491,4524.896551724151
2030.6160919540218,3374.2252873563257
