Int-HFD,Int-HFD+DA
790.2160919540256,1393.1563218390809
3694.701149425287,2641.287356321812
1796.839080459761,1814.1321839080313
2527.6781609195323,2208.8045977011716
1991.8620689655345,2737.6999999999543
1414.609195402286,1259.580459770139
1437.8482758620664,4124.327586206921
