Isolation,Isolation+DA
2835.7034482758813,1093.9310344827588
3041.103448275854,1580.4413793103415
5365.701149425299,812.0298850574713
4530.7356321839015,4696.959770114944
2249.1586206896577,512.9471264367794
3774.1149425287445,595.0620689655136
,3182.9241379310397
