Control,Isolation
9.47931034482748,8.64942528735633
13.32298850574720,28.59999999999990
16.06091954022990,18.59770114942520
18.11264367816080,29.13333333333330
6.09310344827581,9.96206896551721
17.74137931034480,26.05977011494260
11.60229885057470,10.98390804597700
19.13448275862070,22.92988505747130
18.51724137931040,9.07931034482755
9.69999999999998,21.88850574712650
10.46896551724140,17.07241379310340
12.03333333333340,11.31954022988500
11.12758620689660,14.24942528735640
9.14712643678156,12.26091954022990
9.30344827586218,16.67126436781600
10.06321839080450,
