Control,Isolation
7.45747126436788,15.11264367816100
10.62183908045980,10.13103448275870
5.62298850574706,11.58850574712640
6.44597701149423,7.79885057471266
7.50574712643676,10.69655172413790
5.17126436781608,5.67011494252877
5.38965517241382,11.33563218390800
9.65287356321837,6.85747126436782
9.83908045977013,11.19655172413790
7.31724137931034,4.12298850574723
9.07126436781608,11.58160919540230
9.89770114942534,8.94827586206890
8.53333333333331,11.02528735632190
12.10344827586210,9.58735632183906
8.38620689655179,17.38850574712640
10.02988505747130,12.39310344827580
